id;prime
2;36,243205070222615
10;9,463946410877439
18;11,637119896203261
19;41,4690834297917
39;12,342436964328664
72;14,966794652158947
76;31,855273742963927
86;36,243205070222615
89;14,523862380992448
96;21,58096725366883
101;15,603500179069577
102;44,80126078284704
119;57,946620626877035
127;15,781703102324645
132;9,198611474070113
133;35,434062779915315
134;16,28826344013272
137;15,781703102324645
139;32,659558365939716
141;31,25680717699205
145;20,506146947736376
166;44,05470779884571
178;31,8962931711963
190;19,068931671605334
199;19,548824656570485
206;18,645279145635808
220;25,575941356244424
235;36,01468658367183
248;44,46222475246871
266;10,127798588408707
273;60,60663429531837
274;26,068821118277764
305;12,558368545673787
306;19,722506113450674
308;33,11970332313485
316;11,766858186357227
326;51,574987352048936
343;30,956273093694154
344;26,643523456818727
359;11,443113016543231
379;24,522046047060865
431;22,111131466416154
438;30,709598442926563
445;45,10258945089689
446;43,19957395049777
450;16,02543096494628
474;17,050219328790174
479;39,54884672378057
480;18,81197046763537
507;19,36891427586297
513;37,79473459179743
522;16,839720685431434
532;35,363136606085064
536;34,58538585671734
550;26,47851873324511
558;49,46536575717239
561;57,22556611654906
563;23,571650989878485
566;12,698735452982499
567;22,81327901977954
568;40,473233537327566
569;26,13323062229155
577;18,81197046763537
582;48,18459203857396
583;12,525568358053683
614;104,69703011243568
629;15,468355008395864
630;23,81207148555939
631;32,659558365939716
635;37,146822679699284
641;35,48730958693801
647;15,603500179069577
652;12,288531607428954
657;13,393067949607856
692;17,492242698532827
698;13,93887881170984
708;14,48806601177026
710;11,766858186357227
714;28,74245935102701
715;49,39151732917263
729;19,185665917030025
734;21,58096725366883
755;12,498234579484961
762;14,04865473532723
773;32,659558365939716
785;12,448611781315808
794;12,15689478172361
819;12,383890232854686
820;13,739956169442094
827;11,030767010221727
828;22,23659966276172
837;17,06226338565279
845;14,683399558312948
848;14,48806601177026
852;35,28088868710485
855;28,998587594305793
874;27,5561265034188
881;22,798882390750148
883;12,681742157465527
890;19,36008342017018
892;21,237498813411587
897;11,699522676222324
904;11,308441210027931
915;21,908656515862507
945;28,872793396890135
949;60,11095230723365
955;19,016703454862316
958;27,895386347222505
974;21,874273292309088
990;20,297345676463504
996;20,740341537978775
1011;11,169247187569118
1016;39,62032456247389
1038;16,025987145763413
1039;26,383982718135154
1040;38,611560125343225
1049;9,160250620100452
1094;18,36498719049273
1097;33,73041808630587
1101;22,61462721959671
1103;15,680433150700688
1133;35,28088868710485
1134;18,82070934074167
1143;32,643753321916975
1152;15,468355008395864
1174;11,56478827841689
1186;37,719097270301994
1188;11,699522676222324
1191;33,71607352813373
1201;23,288733998328606
1209;53,73994208893915
1228;28,41857257705645
1234;11,981005772285663
1247;71,69173232186293
1254;15,278629219301756
1274;23,339883770544134
1284;12,133526456535854
1307;49,20790556965888
1374;10,061490358491472
1388;37,146822679699284
1391;46,11857268853954
1394;33,648598692801386
1400;10,714947799870025
1402;11,85050146700697
1409;34,99771778044961
1412;14,690924810504871
1424;10,493509017906733
1437;27,969386730657124
1448;23,918804750288487
1451;36,59121513215584
1460;16,69212096601115
1466;21,874273292309088
1478;14,489697633336004
1481;81,79497288896006
1484;17,840590281419253
1487;25,145705704108536
1491;37,61516983843157
1493;29,41601232106313
1508;9,98302400438049
1518;33,589722057302104
1523;39,45059457350349
1538;14,523862380992448
1547;24,39602527258366
1566;59,427494404652755
1584;25,449410880804777
1585;62,798396608196605
1603;39,6575228900107
1613;15,955993954041286
1616;32,331979050543715
1644;22,81327901977954
1645;17,73869328361353
1647;51,224464289745704
1658;34,43899337352822
1661;33,39209791856424
1663;36,469258645025135
1675;14,483216511230209
1682;10,745126302442905
1716;18,840040466283273
1728;21,53047443480812
1755;31,923483188644187
1756;26,018122906137776
1758;23,080880022306342
1771;22,071391974899214
1789;12,698735452982499
1794;10,687553237049421
1797;15,145882282317544
1813;27,617267783296494
1823;28,84160379730886
1829;10,208631425821915
1830;39,62032456247389
1881;30,480311202542865
1909;15,603500179069577
1917;21,455507382651927
1934;11,878794595302912
1945;59,55754434985144
1951;12,412216134260579
1972;36,243205070222615
1994;14,000714753864173
1995;19,279733903722423
2013;30,970247873536753
2016;121,60734113130478
2039;50,932782916879574
2063;40,42292788879736
2079;31,8962931711963
2089;33,827253338133126
2101;15,921376133967126
2108;66,6075433575646
2114;79,67423699183686
2117;19,836912134529488
2121;30,3600757101125
2136;14,504208720965716
2138;21,036122978296685
2154;37,61565517282052
2156;19,315899892409885
2158;15,132085772545606
2180;11,369251710859242
2197;13,548083514943054
2207;15,770029092942648
2208;44,80126078284704
2213;39,54884672378057
2214;39,134364850681635
2228;16,839720685431434
2233;21,874273292309088
2237;23,76153241394506
2243;24,55675340862776
2274;18,812607772775177
2309;14,483216511230209
2317;37,79473459179743
2320;13,794868793786465
2336;19,033868212053804
2341;15,785070652365933
2345;19,6196921071684
2358;20,097168712650646
2359;38,499326344350266
2367;26,424906923970205
2369;11,478016552772663
2380;16,412609900660485
2382;36,75384051295549
2428;24,938787473834793
2442;34,05767613361979
2447;45,90090738392476
2449;20,270060444618945
2460;29,53171190942926
2473;12,424129761828688
2475;14,66962668834225
2500;18,23551076280156
2502;15,781703102324645
2503;23,21034806678457
2509;14,969988314441279
2514;15,712017514451661
2520;14,111966646233187
2541;19,810730230203358
2559;37,932261056000605
2565;21,051309648085184
2574;24,589726641695094
2578;35,149732844981706
2584;25,216191570878024
2587;54,01352165139684
2640;17,470513022222143
2645;12,997810091468576
2650;13,211799432964927
2653;20,136918545567596
2657;17,996507449563143
2677;69,07654291778809
2693;14,285746320939072
2696;10,967625625479203
2698;20,443403077853695
2711;36,46100888341699
2719;10,493509017906733
2725;21,190684410838525
2726;30,298892828779465
2747;25,75715799063022
2767;30,673725915431696
2791;15,965856816680501
2795;12,043019985522605
2806;21,531109120580453
2808;28,092249416653093
2817;33,240874713786766
2818;15,132085772545606
2826;19,2992805824922
2851;17,25708041160295
2862;14,489697633336004
2875;40,43155346181685
2885;17,18050732795667
2896;11,995367052687849
2906;13,404929364700497
2921;75,62470773690823
2948;40,42292788879736
2954;21,86960668602325
2977;36,75384051295549
2989;52,998532395328844
2990;55,52613892117809
2998;57,2341739024818
3003;17,91776756497746
3008;17,35739493598649
3021;45,3225916401073
3023;13,72297052335152
3025;15,785070652365933
3028;43,86848105891973
3051;26,13323062229155
3056;12,15689478172361
3063;14,7742204685365
3069;9,587316201292909
3121;12,259153989907876
3125;22,16088162790853
3140;18,960420622531842
3144;32,331979050543715
3167;27,895386347222505
3170;30,303835174195342
3174;59,34327995041739
3176;33,71607352813373
3194;12,670757590959164
3197;44,45492595528372
3199;32,34289823991556
3215;21,435382348788817
3223;10,676860615028213
3234;39,966482607219916
3249;26,758378648241546
3253;25,75715799063022
3265;14,115627960557866
3285;18,81197046763537
3287;23,790303679943044
3309;13,45494063797891
3327;14,106963657767489
3345;12,814102532835783
3354;30,492858224760607
3443;26,47851873324511
3448;22,181687811159232
3454;27,5561265034188
3455;45,43631467095099
3461;26,76408843624969
3468;17,175122906329406
3479;21,62369971014356
3480;45,81335200312473
3490;22,378621037968465
3520;13,513390322802513
3527;19,711394285314977
3530;18,36308697132309
3547;11,369251710859242
3548;36,31673659876599
3558;30,853065252032028
3559;32,331979050543715
3564;127,43554459577705
3566;37,79473459179743
3587;32,41070184615932
3633;33,589722057302104
3634;18,12097301352455
3667;19,847997086240074
3678;77,57138471497713
3682;14,835869009790049
3690;19,707189102576095
3699;10,493509017906733
3713;15,698765736369596
3717;13,877210091624109
3720;21,62266072482888
3732;15,468355008395864
3734;11,170437129878135
3747;11,778642415027106
3755;16,594610802792563
3774;19,707189102576095
3789;34,412664702649685
3793;12,04968537088005
3800;60,60663429531837
3802;44,413227715560176
3825;24,805556132932725
3832;19,7135607041544
3846;17,492242698532827
3871;36,59121513215584
3876;9,222657812551597
3906;36,09396005611482
3922;13,420303324932528
3926;11,971079692164018
3939;37,23998519144367
3948;21,060649116971916
3954;41,11755542441125
3976;12,525568358053683
3978;37,43867258060093
3979;25,411614883962578
3991;26,060095263357677
4004;38,75739438076451
4014;20,19429261230053
4021;17,840590281419253
4030;17,086938811093606
4041;13,159240626019269
4046;31,88561672267421
4052;33,349021770384795
4058;24,831438614049063
4073;11,89409021200427
4074;39,01419688753344
4088;18,539396060673234
4094;11,65389433100341
4101;22,752732227843385
4118;18,81197046763537
4119;47,195485228068094
4140;13,164823814066784
4154;12,154301258233868
4195;37,79473459179743
4196;10,161667748370872
4203;21,435382348788817
4221;32,397575341926135
4225;25,216191570878024
4243;26,068821118277764
4252;17,08329352354526
4285;37,146822679699284
4289;36,01468658367183
4316;35,73627610928449
4322;12,648487924675257
4329;15,603880376415388
4339;15,242815724498932
4347;29,17984077893392
4349;33,03763451615457
4352;22,16088162790853
4353;16,95188508509846
4384;19,484660603310257
4414;45,80778206859578
4458;39,966482607219916
4477;43,29512121999665
4479;37,34773727831493
4517;15,11343172343386
4518;11,912975774690665
4521;17,492242698532827
4523;26,725085589256672
4529;21,435382348788817
4537;14,966794652158947
4538;39,807509540775484
4542;17,299164529022022
4545;14,683399558312948
4547;14,03547724913512
4554;21,435382348788817
4559;15,099255487943495
4577;20,097168712650646
4593;31,096376107876647
4609;12,247182707586804
4612;27,52922616513238
4617;22,150937602913093
4639;32,526278321584584
4650;19,315899892409885
4652;41,640504281623805
4658;13,586612749873236
4665;26,76408843624969
4682;38,335638240561146
4695;11,297834014484526
4701;20,024393376689964
4706;45,81335200312473
4707;50,28402236369106
4726;10,021034841155084
4746;25,216191570878024
4748;13,164823814066784
4763;34,921730911761095
4770;36,46100888341699
4774;13,163248927958453
4785;17,412971922836228
4787;12,518590130411859
4794;13,164823814066784
4795;33,20518406855702
4800;51,225910217956724
4809;19,56083127543826
4812;35,50586091879096
4818;32,526278321584584
4848;63,4403293722729
4849;51,59126267229629
4850;28,792394320884192
4862;17,2817786282919
4874;21,26484507644689
4878;21,435382348788817
4881;61,22722085428628
4888;19,41857435766166
4891;14,228085878862295
4897;19,885250492638534
4900;32,331979050543715
4908;18,645279145635808
4911;50,48313436950141
4912;57,83347004052044
4944;9,124458443287837
4946;50,12682210568112
4967;15,781703102324645
4970;9,54658418052531
4971;15,781703102324645
4973;14,437148158178031
4975;19,885250492638534
4998;37,77754139469911
5009;38,343818421071624
5025;24,589726641695094
5056;18,101802539177843
5065;25,251346805949755
5071;31,491840246250835
5090;19,485249658879233
5108;11,987360848201204
5111;26,424906923970205
5113;23,080880022306342
5117;12,495734732285447
5120;22,801061732351812
5134;34,44147539629052
5135;12,139741861162458
5162;13,668560217968704
5168;28,94332334769496
5171;40,73183418045746
5184;13,150398941619969
5197;29,921930056616496
5206;32,643753321916975
5211;15,468355008395864
5222;22,148609967101756
5224;19,18352655976633
5247;17,406501883467055
5257;26,22708700679532
5318;28,41857257705645
5344;25,251346805949755
5356;18,969803437609855
5358;19,722506113450674
5362;11,89409021200427
5366;17,834618611209144
5372;31,626147884643636
5380;21,886604391870037
5382;30,662475907059324
5387;23,018915874918687
5391;14,966794652158947
5395;36,243205070222615
5404;15,781703102324645
5421;18,787777804608194
5429;13,348325391461266
5460;32,38166730295641
5471;30,56116589763991
5472;14,683399558312948
5483;21,23148811287816
5488;14,753398760677666
5498;15,482877780291656
5506;41,640504281623805
5524;21,435382348788817
5531;9,779949305435185
5537;29,17984077893392
5556;36,43377227685423
5563;11,56478827841689
5564;20,74476717807286
5569;27,20979456577607
5576;15,285963396635909
5584;21,19367221850355
5591;15,603880376415388
5592;21,14285909928277
5611;32,20867360950023
5627;21,472227068240212
5628;10,603377680767263
5636;34,23370288568511
5640;24,7227241553959
5655;11,297834014484526
5658;10,676860615028213
5666;13,163248927958453
5670;32,526278321584584
5677;24,977622405071003
5711;25,005191415663703
5750;38,343818421071624
5752;31,88561672267421
5760;19,185665917030025
5766;12,15689478172361
5777;13,787350873204888
5793;16,001725113124248
5803;30,758219875644233
5823;10,161667748370872
5826;18,09927793962939
5832;17,996507449563143
5851;53,53549992620326
5861;22,03673112391724
5863;25,75715799063022
